등급,유닛ID,유닛이름,스킬트리거,RRD순번,계산식,basis,multiplier,bonus,casterBuffCountFactor,target,range,range_판정,RRD대상인자,hitCount,attackType,damageType,gate,축밖메모,판정,rand_min,rand_max,rand_mean
초월함,H099,명왕 레일리의 제자,Ruffy_Mana,2,"((1750000.00+(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.03))*(1.50+((0.025",대상최대체력×계수,0.03,1750000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Hero,AD,MANA게이지160.00,계수 1.50+0.025×레벨/연구,확정,1,1,1
초월함,H09A,어인협객,Jimbe,1,"(1750000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetEnumUnit()))*17500.00))",능력레벨계수,17500,1750000,,Enemies,625.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/16,,확정,1,1,1
초월함,H09A,어인협객,Jimbe,2,"(4840000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',s__TrigVariables__get_unitB(GlobalTV)))*48450.00))",능력레벨계수,48450,4840000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AP(방어무시),1/16,,확정,1,1,1
초월함,H09A,어인협객,Jimbe_Mu,1,"(4350000.00+(I2R(GetUnitAbilityLevelSwapped('AId1',GetEnumUnit()))*43500.00))",능력레벨계수,43500,4350000,,Enemies,600.00,범위확정,GetEnumUnit(),1,Chaos,AD,MANA게이지115.00,,확정,1,1,1
초월함,H09A,어인협객,Jimbe_jingak,1,"((1000000.00+s__TrigVariables__get_realD(GlobalTV))+(I2R(GetUnitAbilityLevelSwapped('AId1',GetEnumUnit()))*100",[축밖],,,,Enemies,450.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/7,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1,1
초월함,H09B,G.O.D,Usop_Skill_2,1,262500.00,Flat,,262500,,Enemies,600.00,범위확정,GetEnumUnit(),2,Pierce,AD,1/5,,확정,1,1,1
초월함,H09B,G.O.D,Usop_Skill_2,2,262500.00,Flat,,262500,,Enemies,600.00,범위확정,GetEnumUnit(),2,Pierce,AD,1/5,,확정,1,1,1
초월함,H09B,G.O.D,Usop_Skill_2,3,"(GetUnitStateSwap(UNIT_STATE_MAX_LIFE,s__TrigVariables__get_unitB(GlobalTV))*(8.50/I2R(GetUnitPointValue(s__Tr",[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Pierce,AP(방어무시),1/5,대상 포인트값→❌ 축 없음,축밖,1,1,1
초월함,H09B,G.O.D,Usop_Skill_2,4,(1050000.00/I2R(GetUnitPointValue(s__TrigVariables__get_unitB(GlobalTV)))),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Pierce,AP(방어무시),1/5,대상 포인트값→❌ 축 없음,축밖,1,1,1
초월함,H09B,G.O.D,Usop_Skill_2,5,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Pierce,AP(방어무시),1/5,,확정,1,1,1
초월함,H09B,G.O.D,Usop_Skill_Mana,1,"(1000000.00+(GetUnitStateSwap(UNIT_STATE_LIFE,GetEnumUnit())*0.02))",대상현재체력,0.02,1000000,,Enemies,600.00,범위확정,GetEnumUnit(),1,Hero,AD,MANA게이지140.00,,확정,1,1,1
초월함,H09D,"""어둠의 조커""드레스로자의 악몽",DP_AttackDamagegaksung,1,((GetEventDamage()*0.85)+85000.00),ReceivedDamage,0.85,85000,,Enemies,350.00,범위확정,GetEnumUnit(),1,Chaos,AD,(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
초월함,H09D,"""어둠의 조커""드레스로자의 악몽",DP_Skill_2,1,200000.00,Flat,,200000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/9,,확정,1,1,1
초월함,H09D,"""어둠의 조커""드레스로자의 악몽",DP_Skill_2,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.25)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.25,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AD,1/9,계수 0.20+0.05×레벨/연구,확정,1,1,1
초월함,H09D,"""어둠의 조커""드레스로자의 악몽",DP_Skill_3,1,"(750000.00+(I2R(GetHeroStatBJ(bj_HEROSTAT_STR,udg_Hero_DP[0],true))*10000.00))",영웅능력치,10000,750000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Pierce,AD,1/6,,확정,1,1,1
초월함,H09E,"""어둠의 조커""드레스로자의 악몽",DP_AttackDamage,1,((GetEventDamage()*0.50)+50000.00),ReceivedDamage,0.5,50000,,Enemies,275.00,범위확정,GetEnumUnit(),1,Pierce,AD,(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
초월함,H09F,수라의 검사,Zoro_Samchun2,1,(1500000.00+s__TrigVariables__get_realD(GlobalTV)),[축밖],,,,Enemies,600.00,범위확정,GetEnumUnit(),1,Chaos,AD,MANA게이지145.00,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
초월함,H09F,수라의 검사,Zoro_Samchun2,2,2500000.00,Flat,,2500000,,Enemies,600.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지145.00,,확정,1,2.5,1.75
초월함,H09F,수라의 검사,Zoro_raven,1,(350000.00+s__TrigVariables__get_realD(GlobalTV)),[축밖],,,,Enemies,500.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/15,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1,1
초월함,H09F,수라의 검사,Zoro_raven,2,350000.00,Flat,,350000,,Enemies,500.00,범위확정,GetEnumUnit(),2,Chaos,AD,1/15,,확정,1,1,1
초월함,H09F,수라의 검사,Zoro_raven,3,350000.00,Flat,,350000,,Enemies,500.00,범위확정,GetEnumUnit(),2,Chaos,AD,1/15,,확정,1,1,1
초월함,H09F,수라의 검사,Zoro_samchun1,1,2500000.00,Flat,,2500000,,Enemies,525.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지145.00,,확정,1,2.5,1.75
초월함,H09F,수라의 검사,Zoro_saza1,1,(602500.00+s__TrigVariables__get_realD(GlobalTV)),[축밖],,,,Enemies,405.00,범위확정,GetEnumUnit(),1,Chaos,AD,1/6,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
초월함,H09F,수라의 검사,Zoro_saza1,2,(903750.00+(s__TrigVariables__get_realD(GlobalTV)*10.00)),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Chaos,AD,1/6,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
초월함,H09G,정열의 요리사,Sandi_skill_1,1,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.1,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Siege,AP(방어무시),1/6,계수 0.20+0.05×레벨/연구,확정,1,1,1
초월함,H09G,정열의 요리사,Sandi_skill_1,2,450000.00,Flat,,450000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Magic,AP(방어무시),1/6,,확정,1,2,1.5
초월함,H09G,정열의 요리사,Sandi_skill_Mana2,1,3330000.00,Flat,,3330000,,Enemies,600.00,범위확정,GetEnumUnit(),1,Spells,AP(방어무시),MANA게이지115.00,,확정,1,1,1
초월함,H09G,정열의 요리사,Sandi_skill_Mana2,2,"((GetUnitStateSwap(UNIT_STATE_LIFE,s__TrigVariables__get_unitB(GlobalTV))*0.10)*(0.20+(0.05*I2R(GetUnitAbility",대상현재체력×계수,0.1,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Siege,AP(방어무시),MANA게이지115.00,계수 0.20+0.05×레벨/연구,확정,1,1,1
초월함,H09G,정열의 요리사,Sandi_skill_Mana2,3,2075000.00,Flat,,2075000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),MANA게이지115.00,,확정,1,1,1
초월함,H09I,소울 킹,Brook_Skill_1,1,350000.00,Flat,,350000,,Enemies,360.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,,확정,1,1.5,1.25
초월함,H09I,소울 킹,Brook_Skill_1,2,350000.00,Flat,,350000,,Enemies,360.00,범위확정,GetEnumUnit(),2,Spells,AP(방어무시),1/7,,확정,1,1.5,1.25
초월함,H0B2,다섯번째 황제,Snake_2,1,(350000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.40)))),[축밖],,,,Enemies,475.00,범위확정,GetEnumUnit(),1,Magic,AP(방어무시),1/15,대상 이동속도→❌ 축 없음,축밖,1,1.5,1.25
초월함,H0B2,다섯번째 황제,Snake_2,2,350000.00,Flat,,350000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Magic,AP(방어무시),1/15,,확정,1,1.5,1.25
초월함,H0B2,다섯번째 황제,Snake_3_Kingkobra,1,(3500000.00*(1+(0.01*(GetUnitMoveSpeed(GetEnumUnit())*0.10)))),[축밖],,,,Enemies,550.00,범위확정,GetEnumUnit(),1,Magic,AP(방어무시),MANA게이지85.00,대상 이동속도→❌ 축 없음,축밖,1,1.5,1.25
초월함,H0B2,다섯번째 황제,Snake_3_Kingkobra,2,1875000.00,Flat,,1875000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Magic,AP(방어무시),MANA게이지85.00,,확정,1,1.5,1.25
초월함,H0B4,유스타스'캡틴',Kid_Skill_3,1,(300000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),[축밖],,,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),2,Spells,AP(방어무시),LIFE게이지50.00 AND 1/10,realD를 그 트리거도 호출자도 대입하지 않는다 — 공유 레지스터에 남은 값을 읽는다. 원작 쪽 버그 가능성 [미확인],축밖,1,1,1
초월함,H0B4,유스타스'캡틴',Kid_Skill_3,2,(300000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),[축밖],,,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),2,Spells,AP(방어무시),LIFE게이지50.00 AND 1/10,realD를 그 트리거도 호출자도 대입하지 않는다 — 공유 레지스터에 남은 값을 읽는다. 원작 쪽 버그 가능성 [미확인],축밖,1,1,1
초월함,H0B4,유스타스'캡틴',Kid_Skill_3_item,1,(450000.00*(1+(s__TrigVariables__get_realD(GlobalTV)*0.01))),[축밖],,,,Enemies,[그룹변수] s__TrigVariables__get_grou,범위확정(비수치),GetEnumUnit(),1,Spells,AP(방어무시),LIFE게이지50.00 AND 1/10,realD=그룹 유닛 수→❌ 축 없음,축밖,1,1,1
초월함,H0B5,해군대장-보르살리노,Kizaru_01,1,s__TrigVariables__get_realD(GlobalTV),[축밖],,,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,1,Spells,AP(방어무시),1/12,realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,3.25,3.25,3.25
초월함,H0B5,해군대장-보르살리노,Kizaru_01_shoot,1,200000.00,Flat,,200000,,Enemies,385.00,범위확정,GetEnumUnit(),1,Magic,AP(방어무시),1/17,,확정,1,1.5,1.25
초월함,H0BD,오니히메,Yamato_Dash,1,((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))]*1.15)+215000,ReceivedDamage,1.15,215000,,Enemies,450,범위확정,GetEnumUnit(),2,NORMAL,UNIVERSAL,1/3,udg_Yamato_Damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1,1,1
초월함,H0BD,오니히메,Yamato_Dash,2,((udg_Yamato_Damage[GetConvertedPlayerId(GetOwningPlayer(s__TrigVariables__get_unitA(GlobalTV)))]*1.15)+215000,ReceivedDamage,1.15,215000,,SingleTarget,0,단일확정,s__TrigVariables__get_unitB(Gl,2,NORMAL,UNIVERSAL,1/3,udg_Yamato_Damage = GetEventDamage()를 그대로 담아둔 누적변수(초기 0). 카이도와 같은 구조 → 우리 ReceivedDamage,확정,1.25,1.25,1.25
초월함,H0BE,오니히메 인수화,Yamato_Attack_Damage2,1,((GetEventDamage()*0.75)+15000.00),ReceivedDamage,0.75,15000,,Enemies,425.00,범위확정,GetEnumUnit(),2,Chaos,AD,(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
초월함,H0BE,오니히메 인수화,Yamato_Attack_Damage2,2,((GetEventDamage()*0.20)+15000.00),ReceivedDamage,0.2,15000,,Enemies,425.00,범위확정,GetEnumUnit(),1,Chaos,AP(방어무시),(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
초월함,H0BE,오니히메 인수화,Yamato_Attack_Damage2,3,((GetEventDamage()*0.75)+15000.00),ReceivedDamage,0.75,15000,,Enemies,425.00,범위확정,GetEnumUnit(),2,Chaos,AD,(게이트 없음),실제평타피해→✅ ReceivedDamage basis,확정,1,1,1
초월함,H0BE,오니히메 인수화,Yamato_Attack_Damage2,4,"(((GetEventDamage()*3.75)+375000.00)*(0.83+RMaxBJ(0.00,RMinBJ(1.17,(90.00/(GetUnitMoveSpeed(GetEnumUnit())+0.0",ReceivedDamage,3.75,375000,,Enemies,425.00,범위확정,GetEnumUnit(),1,Chaos,AP(방어무시),(게이트 없음),"대상 이동속도 비례 배율: 0.83 + min(1.17, 90/(대상이속+0.01)). 이속 300이면 1.13배 · 150이면 1.43배 · 85.7 이하면 상한 2.00배. 우리에 「대상 이동속도」 축이 없다 → 배율 항을 빼고 1.13배(일반 몹 이속 300 기준)로 근사하거나 축을 추가해야 한다",확정,1,1,1
초월함,H0BL,'신'해군대장-초록소,Rokugu_Tree_S,1,(2000000.00+(s__TrigVariables__get_realC(GlobalTV)+s__TrigVariables__get_realD(GlobalTV))),[축밖],,,,Enemies,405.00,범위확정,GetEnumUnit(),2,Chaos,AD,(게이트 없음),realC=(I2R(GetItemCharges(udg_Item_Ryoku→❌ 축 없음 / realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
초월함,H0BL,'신'해군대장-초록소,Rokugu_Tree_S,2,(2000000.00+(s__TrigVariables__get_realC(GlobalTV)+s__TrigVariables__get_realD(GlobalTV))),[축밖],,,,Enemies,405.00,범위확정,GetEnumUnit(),2,Chaos,AD,(게이트 없음),realC=(I2R(GetItemCharges(udg_Item_Ryoku→❌ 축 없음 / realD=영웅능력치(STR/INT)→❌ 축 없음,축밖,1,1.5,1.25
